created_time,RequestID,priority,requester,category,sub_category,subject,request_status,resolved_time,resolution_hours,severity,est_per_day_cost_usd
2025-07-03 03:49:00,INC-1915313,Priority 4,Neha Patel,IT Support,Laptop Issue,Laptop Issue issue reported by Neha Patel,Open,,,Critical,10000
2025-02-26 07:55:00,INC-1911836,Priority 4,Kunal Fernandes,IT Support,Email Access,Email Access issue reported by Kunal Fernandes,Pending,,,High,5000
2025-07-22 12:15:00,SR-1945979,Priority 1,David Sharma,ACCOPS,VPN,VPN issue reported by David Sharma,Closed,2025-07-26 02:27:36,86.21,Medium,10000
2025-06-28 05:12:00,SR-1904159,Priority 4,Sadhana Singh,HR,Leave Policy,Leave Policy issue reported by Sadhana Singh,Pending,,,High,200
2025-02-03 10:13:00,SR-1901457,Priority 1,David Verma,Facilities,Cafeteria,Cafeteria issue reported by David Verma,Closed,2025-02-03 16:07:00,5.9,High,5000
2025-07-20 08:49:00,INC-1933125,Priority 2,Anjali Wilson,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Wilson,In Progress,,,High,3000
2025-02-18 23:25:00,INC-1961539,Priority 4,Priya Sharma,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Sharma,Open,,,Critical,3000
2025-04-26 12:30:00,SR-1928130,Priority 4,Ravi Verma,Network,Connectivity,Connectivity issue reported by Ravi Verma,Closed,2025-04-28 06:59:24,42.49,Critical,200
2025-05-25 00:34:00,INC-1910414,Priority 2,Fatima Wilson,Facilities,Seating,Seating issue reported by Fatima Wilson,Pending,,,High,10000
2025-04-29 12:26:00,INC-1935056,Priority 2,David Khan,Finance,Expense Claim,Expense Claim issue reported by David Khan,Pending,,,Medium,3000
2025-03-28 04:14:00,INC-1943888,Priority 4,George Patel,Network,Connectivity,Connectivity issue reported by George Patel,In Progress,,,High,200
2025-02-21 08:28:00,INC-1926650,Priority 3,Neha Iyer,ACCOPS,Token Reset,Token Reset issue reported by Neha Iyer,Closed,2025-02-25 21:13:36,108.76,Medium,200
2025-05-26 07:29:00,SR-1921764,Priority 3,Ravi Sharma,Facilities,Seating,Seating issue reported by Ravi Sharma,Closed,2025-05-29 16:37:24,81.14,Critical,3000
2025-03-17 11:27:00,INC-1962701,Priority 2,Anjali Iyer,HR,Leave Policy,Leave Policy issue reported by Anjali Iyer,Pending,,,Critical,200
2025-07-18 19:03:00,SR-1924011,Priority 2,Alfarhan Khan,Finance,Invoice,Invoice issue reported by Alfarhan Khan,Closed,2025-07-21 11:58:12,64.92,Medium,500
2025-07-16 17:19:00,INC-1922962,Priority 2,George Singh,IT Support,Software Install,Software Install issue reported by George Singh,Pending,,,Medium,10000
2025-04-13 00:40:00,INC-1992707,Priority 3,Ravi Patel,Facilities,Transport,Transport issue reported by Ravi Patel,Open,,,High,1000
2025-05-08 07:56:00,INC-1946000,Priority 3,Alfarhan Dubey,Facilities,Seating,Seating issue reported by Alfarhan Dubey,In Progress,,,Critical,1000
2025-04-16 11:06:00,INC-1901816,Priority 2,Sadhana Sharma,Finance,Budget Request,Budget Request issue reported by Sadhana Sharma,Closed,2025-04-17 12:51:00,25.75,Medium,200
2025-07-14 08:12:00,SR-1976551,Priority 2,Sadhana Iyer,Finance,Expense Claim,Expense Claim issue reported by Sadhana Iyer,Closed,2025-07-15 21:04:48,36.88,Critical,5000
2025-06-20 15:44:00,SR-1997516,Priority 4,Anjali Wilson,HR,Payroll,Payroll issue reported by Anjali Wilson,Pending,,,High,3000
2025-06-06 15:37:00,SR-1906179,Priority 1,Priya Wilson,Facilities,Cafeteria,Cafeteria issue reported by Priya Wilson,Pending,,,Low,1000
2025-06-01 18:07:00,INC-1977357,Priority 1,Kunal Patel,ACCOPS,VPN,VPN issue reported by Kunal Patel,Open,,,Medium,5000
2025-07-29 09:05:00,SR-1979571,Priority 1,Priya Fernandes,IT Support,Laptop Issue,Laptop Issue issue reported by Priya Fernandes,Closed,2025-08-01 12:20:36,75.26,High,10000
2025-03-17 08:06:00,SR-1935719,Priority 1,Anjali Wilson,LM Onboarding,Resource Extension,Resource Extension issue reported by Anjali Wilson,Pending,,,High,200
2025-07-14 19:17:00,INC-1912787,Priority 1,Kunal Wilson,ACCOPS,Account Access,Account Access issue reported by Kunal Wilson,Pending,,,Medium,1000
2025-06-08 04:25:00,INC-1987594,Priority 1,Ravi Iyer,IT Support,Laptop Issue,Laptop Issue issue reported by Ravi Iyer,In Progress,,,Medium,200
2025-03-23 11:02:00,INC-1932853,Priority 3,Priya Iyer,IT Support,Software Install,Software Install issue reported by Priya Iyer,Closed,2025-03-25 21:38:00,58.6,High,200
2025-07-29 23:22:00,SR-1901014,Priority 4,Sadhana Fernandes,Network,Connectivity,Connectivity issue reported by Sadhana Fernandes,Closed,2025-08-01 04:26:12,53.07,High,10000
2025-05-14 03:25:00,INC-1975581,Priority 1,Neha Wilson,ACCOPS,Account Access,Account Access issue reported by Neha Wilson,Closed,2025-05-14 19:14:48,15.83,Critical,3000
2025-04-16 14:40:00,SR-1986370,Priority 3,Anjali Verma,Finance,Invoice,Invoice issue reported by Anjali Verma,In Progress,,,Medium,1000
2025-06-17 16:49:00,SR-1905133,Priority 3,George Singh,Facilities,Transport,Transport issue reported by George Singh,Pending,,,Medium,500
2025-04-15 08:24:00,SR-1941633,Priority 1,Fatima Sharma,IT Support,Software Install,Software Install issue reported by Fatima Sharma,Pending,,,Low,500
2025-07-10 15:13:00,SR-1971405,Priority 2,Priya Wilson,IT Support,Laptop Issue,Laptop Issue issue reported by Priya Wilson,Closed,2025-07-11 09:08:48,17.93,Low,3000
2025-05-29 03:29:00,INC-1926218,Priority 2,David Wilson,IT Support,Software Install,Software Install issue reported by David Wilson,In Progress,,,High,1000
2025-06-25 13:27:00,INC-1973024,Priority 4,Sadhana Patel,HR,Leave Policy,Leave Policy issue reported by Sadhana Patel,In Progress,,,Low,500
2025-05-21 03:39:00,INC-1913092,Priority 2,George Patel,Finance,Budget Request,Budget Request issue reported by George Patel,In Progress,,,High,200
2025-06-12 09:34:00,INC-1951632,Priority 4,Anjali Patel,ACCOPS,Account Access,Account Access issue reported by Anjali Patel,Closed,2025-06-14 03:33:24,41.99,High,3000
2025-07-21 17:02:00,SR-1910428,Priority 3,David Demilian,Network,Bandwidth,Bandwidth issue reported by David Demilian,Pending,,,Critical,1000
2025-02-09 06:48:00,INC-1902098,Priority 2,Fatima Singh,HR,Compliance,Compliance issue reported by Fatima Singh,In Progress,,,Medium,10000
2025-03-28 08:32:00,INC-1978786,Priority 3,Anjali Verma,Facilities,Seating,Seating issue reported by Anjali Verma,Open,,,Medium,200
2025-07-15 04:57:00,SR-1932754,Priority 4,Sadhana Khan,Finance,Expense Claim,Expense Claim issue reported by Sadhana Khan,Closed,2025-07-18 11:56:24,78.99,High,1000
2025-06-12 11:10:00,SR-1937614,Priority 2,Neha Patel,Facilities,Transport,Transport issue reported by Neha Patel,Closed,2025-06-13 06:18:24,19.14,Critical,5000
2025-04-30 09:36:00,SR-1911638,Priority 4,George Patel,LM Onboarding,Resource Extension,Resource Extension issue reported by George Patel,In Progress,,,Medium,3000
2025-06-07 06:10:00,INC-1981816,Priority 3,Anjali Verma,Network,Firewall,Firewall issue reported by Anjali Verma,Closed,2025-06-07 18:15:24,12.09,Medium,5000
2025-07-08 10:48:00,SR-1918473,Priority 2,Ravi Verma,HR,Payroll,Payroll issue reported by Ravi Verma,In Progress,,,Critical,200
2025-02-08 00:18:00,INC-1969204,Priority 4,Sadhana Patel,Finance,Expense Claim,Expense Claim issue reported by Sadhana Patel,Closed,2025-02-12 17:04:12,112.77,Critical,500
2025-02-12 04:35:00,INC-1952166,Priority 3,Sadhana Singh,Facilities,Seating,Seating issue reported by Sadhana Singh,Open,,,Medium,500
2025-04-07 20:51:00,INC-1949177,Priority 3,Alfarhan Wilson,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Wilson,Open,,,Critical,5000
2025-07-29 15:52:00,INC-1963355,Priority 2,Alfarhan Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Alfarhan Patel,Pending,,,Critical,500
2025-04-18 06:19:00,SR-1933589,Priority 4,Kunal Wilson,ACCOPS,Token Reset,Token Reset issue reported by Kunal Wilson,In Progress,,,High,3000
2025-04-07 10:37:00,SR-1999092,Priority 4,Anjali Verma,HR,Compliance,Compliance issue reported by Anjali Verma,In Progress,,,Medium,10000
2025-05-14 18:04:00,INC-1992643,Priority 4,Alfarhan Sharma,LM Onboarding,Resource Extension,Resource Extension issue reported by Alfarhan Sharma,Open,,,Medium,200
2025-06-23 08:41:00,SR-1927036,Priority 3,Priya Iyer,Facilities,Seating,Seating issue reported by Priya Iyer,Pending,,,Low,3000
2025-07-24 19:47:00,SR-1939566,Priority 1,Kunal Patel,Finance,Invoice,Invoice issue reported by Kunal Patel,Open,,,High,5000
2025-06-01 01:56:00,SR-1952858,Priority 4,George Singh,LM Onboarding,New joinee queries,New joinee queries issue reported by George Singh,Pending,,,Low,500
2025-04-02 14:04:00,SR-1972640,Priority 1,Ravi Wilson,Network,Connectivity,Connectivity issue reported by Ravi Wilson,In Progress,,,High,10000
2025-05-01 04:46:00,INC-1910685,Priority 2,Kunal Dubey,Finance,Invoice,Invoice issue reported by Kunal Dubey,In Progress,,,Low,500
2025-02-15 17:24:00,SR-1921939,Priority 2,Ravi Patel,Network,Connectivity,Connectivity issue reported by Ravi Patel,In Progress,,,High,3000
2025-07-04 06:31:00,INC-1988442,Priority 3,Sadhana Dubey,LM Onboarding,Resource Extension,Resource Extension issue reported by Sadhana Dubey,Open,,,Low,10000
2025-02-28 03:53:00,SR-1958336,Priority 4,David Wilson,Facilities,Cafeteria,Cafeteria issue reported by David Wilson,Pending,,,High,500
2025-07-21 01:24:00,INC-1956308,Priority 2,Alfarhan Fernandes,LM Onboarding,New joinee queries,New joinee queries issue reported by Alfarhan Fernandes,Pending,,,High,10000
2025-07-18 23:51:00,SR-1922652,Priority 1,Anjali Dubey,Network,Firewall,Firewall issue reported by Anjali Dubey,Open,,,High,1000
2025-05-12 16:01:00,SR-1954352,Priority 3,Priya Verma,IT Support,Email Access,Email Access issue reported by Priya Verma,Pending,,,Medium,200
2025-04-14 10:31:00,INC-1908240,Priority 2,Priya Patel,Finance,Invoice,Invoice issue reported by Priya Patel,Open,,,Low,5000
2025-04-03 09:38:00,INC-1932760,Priority 4,Neha Singh,Finance,Invoice,Invoice issue reported by Neha Singh,Open,,,High,1000
2025-07-07 15:39:00,INC-1910966,Priority 3,Alfarhan Khan,Network,Connectivity,Connectivity issue reported by Alfarhan Khan,Closed,2025-07-07 17:36:00,1.95,Medium,1000
2025-03-14 16:40:00,SR-1929370,Priority 3,Kunal Patel,IT Support,Email Access,Email Access issue reported by Kunal Patel,Closed,2025-03-16 11:01:36,42.36,Critical,500
2025-06-10 18:48:00,SR-1944258,Priority 2,Alfarhan Dubey,Facilities,Transport,Transport issue reported by Alfarhan Dubey,Open,,,Critical,200
2025-02-02 23:02:00,INC-1933515,Priority 2,David Demilian,HR,Payroll,Payroll issue reported by David Demilian,Closed,2025-02-07 02:27:12,99.42,Medium,200
2025-02-17 06:01:00,INC-1977347,Priority 2,Kunal Patel,ACCOPS,VPN,VPN issue reported by Kunal Patel,In Progress,,,High,500
2025-04-03 07:24:00,SR-1960196,Priority 3,Neha Wilson,ACCOPS,Token Reset,Token Reset issue reported by Neha Wilson,Closed,2025-04-04 22:34:12,39.17,Medium,500
2025-03-05 19:14:00,INC-1941923,Priority 2,Priya Khan,Network,Firewall,Firewall issue reported by Priya Khan,Closed,2025-03-10 17:08:36,117.91,Critical,5000
2025-06-18 16:41:00,INC-1957463,Priority 4,Priya Fernandes,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Fernandes,Open,,,Low,10000
2025-07-23 12:07:00,SR-1938381,Priority 4,Ravi Iyer,HR,Compliance,Compliance issue reported by Ravi Iyer,Open,,,Medium,1000
2025-04-18 15:05:00,SR-1911216,Priority 4,Ravi Demilian,IT Support,Laptop Issue,Laptop Issue issue reported by Ravi Demilian,Pending,,,Medium,500
2025-06-06 14:34:00,SR-1972504,Priority 1,Sadhana Verma,HR,Leave Policy,Leave Policy issue reported by Sadhana Verma,In Progress,,,Critical,5000
2025-04-17 05:15:00,SR-1988803,Priority 3,Neha Demilian,Network,Connectivity,Connectivity issue reported by Neha Demilian,Pending,,,High,3000
2025-05-13 15:16:00,SR-1989657,Priority 3,Sadhana Fernandes,ACCOPS,Account Access,Account Access issue reported by Sadhana Fernandes,In Progress,,,High,5000
2025-02-22 05:43:00,INC-1943548,Priority 1,Neha Singh,ACCOPS,Token Reset,Token Reset issue reported by Neha Singh,Pending,,,Critical,5000
2025-03-02 01:14:00,INC-1927914,Priority 1,Ravi Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Ravi Khan,Closed,2025-03-05 10:57:48,81.73,Critical,500
2025-04-09 16:04:00,SR-1916007,Priority 2,George Sharma,LM Onboarding,Resource Extension,Resource Extension issue reported by George Sharma,Closed,2025-04-11 08:04:00,40.0,Low,1000
2025-04-27 02:51:00,INC-1992869,Priority 3,Kunal Verma,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Verma,In Progress,,,Medium,5000
2025-03-01 07:12:00,SR-1996609,Priority 1,Alfarhan Singh,Finance,Expense Claim,Expense Claim issue reported by Alfarhan Singh,Closed,2025-03-02 03:27:36,20.26,High,10000
2025-03-16 19:44:00,INC-1966859,Priority 2,Ravi Sharma,HR,Compliance,Compliance issue reported by Ravi Sharma,Pending,,,Low,5000
2025-02-15 01:38:00,INC-1992742,Priority 2,Fatima Singh,Network,Connectivity,Connectivity issue reported by Fatima Singh,Closed,2025-02-19 08:42:12,103.07,High,1000
2025-04-30 13:23:00,INC-1949196,Priority 1,Alfarhan Fernandes,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Fernandes,Pending,,,Critical,5000
2025-06-25 12:51:00,INC-1936055,Priority 1,Neha Verma,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Verma,Pending,,,Low,1000
2025-04-09 19:02:00,SR-1927968,Priority 1,Alfarhan Khan,IT Support,Software Install,Software Install issue reported by Alfarhan Khan,In Progress,,,High,500
2025-04-02 08:42:00,SR-1974846,Priority 1,Anjali Khan,Finance,Invoice,Invoice issue reported by Anjali Khan,In Progress,,,Medium,200
2025-02-03 22:47:00,INC-1929845,Priority 4,George Singh,IT Support,Software Install,Software Install issue reported by George Singh,Closed,2025-02-04 03:05:36,4.31,Medium,1000
2025-07-27 05:00:00,SR-1948521,Priority 2,Alfarhan Wilson,IT Support,Email Access,Email Access issue reported by Alfarhan Wilson,Open,,,High,5000
2025-03-27 01:49:00,SR-1902761,Priority 1,Neha Verma,ACCOPS,Token Reset,Token Reset issue reported by Neha Verma,Closed,2025-03-28 00:02:48,22.23,Low,1000
2025-07-26 11:26:00,SR-1989123,Priority 2,Priya Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Patel,Pending,,,High,5000
2025-06-22 17:03:00,SR-1963038,Priority 4,Neha Sharma,IT Support,Software Install,Software Install issue reported by Neha Sharma,In Progress,,,Medium,5000
2025-07-18 02:46:00,INC-1972842,Priority 3,Sadhana Sharma,Finance,Expense Claim,Expense Claim issue reported by Sadhana Sharma,Open,,,Critical,3000
2025-02-18 22:18:00,INC-1999743,Priority 3,Kunal Iyer,Finance,Budget Request,Budget Request issue reported by Kunal Iyer,Open,,,Low,500
2025-07-26 03:11:00,INC-1963387,Priority 4,Kunal Dubey,IT Support,Laptop Issue,Laptop Issue issue reported by Kunal Dubey,Open,,,High,500
2025-05-24 03:48:00,SR-1999317,Priority 3,Sadhana Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Sadhana Patel,In Progress,,,Low,200
2025-03-31 12:55:00,INC-1984780,Priority 4,David Demilian,Facilities,Transport,Transport issue reported by David Demilian,In Progress,,,Critical,3000
2025-03-20 00:14:00,SR-1963663,Priority 2,Sadhana Verma,Network,Firewall,Firewall issue reported by Sadhana Verma,Open,,,Medium,3000
2025-06-08 01:30:00,INC-1967618,Priority 1,Alfarhan Patel,IT Support,Laptop Issue,Laptop Issue issue reported by Alfarhan Patel,Closed,2025-06-12 04:24:36,98.91,High,10000
2025-05-21 18:01:00,INC-1908682,Priority 1,Neha Verma,IT Support,Email Access,Email Access issue reported by Neha Verma,Open,,,Low,500
2025-05-08 13:12:00,INC-1992607,Priority 1,Ravi Demilian,Facilities,Transport,Transport issue reported by Ravi Demilian,Closed,2025-05-10 21:19:12,56.12,Medium,5000
2025-03-12 14:51:00,INC-1999019,Priority 2,Kunal Fernandes,Facilities,Cafeteria,Cafeteria issue reported by Kunal Fernandes,Closed,2025-03-15 22:28:48,79.63,High,10000
2025-02-14 10:08:00,INC-1936797,Priority 1,David Sharma,Finance,Expense Claim,Expense Claim issue reported by David Sharma,Pending,,,Low,3000
2025-04-11 19:09:00,SR-1908257,Priority 3,Alfarhan Fernandes,HR,Payroll,Payroll issue reported by Alfarhan Fernandes,In Progress,,,High,5000
2025-04-20 01:14:00,INC-1990535,Priority 3,Neha Khan,Network,Bandwidth,Bandwidth issue reported by Neha Khan,Closed,2025-04-22 00:54:48,47.68,Medium,500
2025-03-21 21:09:00,INC-1956301,Priority 4,Neha Patel,HR,Leave Policy,Leave Policy issue reported by Neha Patel,Pending,,,Critical,200
2025-04-25 21:44:00,INC-1985060,Priority 3,Anjali Patel,Finance,Expense Claim,Expense Claim issue reported by Anjali Patel,Closed,2025-04-30 20:50:36,119.11,Critical,3000
2025-07-29 20:39:00,SR-1920232,Priority 1,Alfarhan Iyer,Network,Firewall,Firewall issue reported by Alfarhan Iyer,In Progress,,,Critical,1000
2025-05-12 14:46:00,SR-1975024,Priority 1,Alfarhan Sharma,Network,Firewall,Firewall issue reported by Alfarhan Sharma,Closed,2025-05-14 21:15:24,54.49,Medium,10000
2025-02-21 07:25:00,SR-1944503,Priority 1,Kunal Patel,Facilities,Seating,Seating issue reported by Kunal Patel,In Progress,,,Critical,500
2025-05-08 13:17:00,SR-1935117,Priority 3,Priya Singh,IT Support,Software Install,Software Install issue reported by Priya Singh,Pending,,,High,5000
2025-07-27 22:15:00,INC-1999999,Priority 3,Neha Dubey,LM Onboarding,New joinee queries,New joinee queries issue reported by Neha Dubey,Open,,,Medium,3000
2025-06-19 20:36:00,SR-1984687,Priority 4,George Demilian,Facilities,Transport,Transport issue reported by George Demilian,Pending,,,High,1000
2025-04-12 02:37:00,SR-1930692,Priority 2,George Verma,LM Onboarding,Resource Extension,Resource Extension issue reported by George Verma,Closed,2025-04-13 19:41:12,41.07,Medium,10000
2025-06-21 17:47:00,INC-1958478,Priority 1,Alfarhan Fernandes,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Fernandes,Pending,,,Critical,3000
2025-03-09 05:58:00,INC-1935995,Priority 3,David Dubey,Finance,Invoice,Invoice issue reported by David Dubey,In Progress,,,Low,5000
2025-07-04 05:49:00,SR-1983465,Priority 4,Alfarhan Dubey,Network,Bandwidth,Bandwidth issue reported by Alfarhan Dubey,Pending,,,Low,3000
2025-05-07 07:26:00,SR-1906941,Priority 1,Neha Singh,Finance,Expense Claim,Expense Claim issue reported by Neha Singh,Closed,2025-05-10 11:43:24,76.29,High,200
2025-06-01 19:26:00,SR-1994027,Priority 3,George Sharma,Finance,Invoice,Invoice issue reported by George Sharma,In Progress,,,High,1000
2025-06-13 20:21:00,SR-1966354,Priority 1,Alfarhan Fernandes,IT Support,Email Access,Email Access issue reported by Alfarhan Fernandes,In Progress,,,Low,5000
2025-03-12 20:08:00,INC-1967015,Priority 3,Anjali Fernandes,HR,Compliance,Compliance issue reported by Anjali Fernandes,Open,,,Critical,5000
